,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
340,kev,02/13/2025,Code Execution,CVE-2019-11634,Citrix Workspace Application and Receiver for Windows Remote Code Execution Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://news.sophos.com/en-us/2021/01/26/nefilim-ransomware-attack-uses-ghost-credentials/', 'https://threatpost.com/nefilim-ransomware-ghost-account/163341/']","Vulnerability in Citrix Receiver for Windows may allows attacker to gain read/write access to the client's local drives, potentially enabling code execution on the client device, such as deploying ransomware",,09/10/2024,02/11/2025
341,kev,02/13/2025,Authentication Bypass,CVE-2020-8193,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Authorization Bypass Vulnerability",exploitation_technique,T1556,Modify Authentication Process,15.1,enterprise,,,,"['https://media.defense.gov/2020/Oct/20/2002519884/-1/-1/0/CSA_CHINESE_EXPLOIT_VULNERABILITIES_UOO179811.PDF', 'https://www.bleepingcomputer.com/news/security/nsa-top-25-vulnerabilities-actively-abused-by-chinese-hackers/']","CVE-2020-8193 is an Authorization Bypass vulnerability in Citrix ADC, Gateway, and SD-WAN WANOP Appliance in various versions allows attacker to bypass authentication mechanisms via crafted requests.",,09/10/2024,02/11/2025
342,kev,02/13/2025,Authentication Bypass,CVE-2020-8193,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Authorization Bypass Vulnerability",primary_impact,T1005,Data from Local System,15.1,enterprise,,,,"['https://media.defense.gov/2020/Oct/20/2002519884/-1/-1/0/CSA_CHINESE_EXPLOIT_VULNERABILITIES_UOO179811.PDF', 'https://www.bleepingcomputer.com/news/security/nsa-top-25-vulnerabilities-actively-abused-by-chinese-hackers/']","CVE-2020-8193 is an Authorization Bypass vulnerability in Citrix ADC, Gateway, and SD-WAN WANOP Appliance in various versions allows attacker to bypass authentication mechanisms via crafted requests.",,09/10/2024,02/11/2025
343,kev,02/13/2025,Improper Access Control,CVE-2020-8195,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Information Disclosure Vulnerability",exploitation_technique,T1056,Input Capture,15.1,enterprise,,,,"['https://media.defense.gov/2020/Oct/20/2002519884/-1/-1/0/CSA_CHINESE_EXPLOIT_VULNERABILITIES_UOO179811.PDF', 'https://www.bleepingcomputer.com/news/security/nsa-top-25-vulnerabilities-actively-abused-by-chinese-hackers/']","CVE-2020-8195 is an information disclosure in Citrix ADC, Gateway, and SD-WAN WANOP Appliance which allows attacker to access sensitive information via crafted requests.",,09/10/2024,02/11/2025
344,kev,02/13/2025,Improper Access Control,CVE-2020-8195,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Information Disclosure Vulnerability",primary_impact,T1082,System Information Discovery,15.1,enterprise,,,,"['https://media.defense.gov/2020/Oct/20/2002519884/-1/-1/0/CSA_CHINESE_EXPLOIT_VULNERABILITIES_UOO179811.PDF', 'https://www.bleepingcomputer.com/news/security/nsa-top-25-vulnerabilities-actively-abused-by-chinese-hackers/']","CVE-2020-8195 is an information disclosure in Citrix ADC, Gateway, and SD-WAN WANOP Appliance which allows attacker to access sensitive information via crafted requests.",,09/10/2024,02/11/2025
345,kev,02/13/2025,Improper Access Control,CVE-2020-8195,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Information Disclosure Vulnerability",primary_impact,T1005,Data from Local System,15.1,enterprise,,,,"['https://media.defense.gov/2020/Oct/20/2002519884/-1/-1/0/CSA_CHINESE_EXPLOIT_VULNERABILITIES_UOO179811.PDF', 'https://www.bleepingcomputer.com/news/security/nsa-top-25-vulnerabilities-actively-abused-by-chinese-hackers/']","CVE-2020-8195 is an information disclosure in Citrix ADC, Gateway, and SD-WAN WANOP Appliance which allows attacker to access sensitive information via crafted requests.",,09/10/2024,02/11/2025
346,kev,02/13/2025,Improper Access Control,CVE-2020-8196,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Information Disclosure Vulnerability",exploitation_technique,T1056,Input Capture,15.1,enterprise,,,,"['https://media.defense.gov/2020/Oct/20/2002519884/-1/-1/0/CSA_CHINESE_EXPLOIT_VULNERABILITIES_UOO179811.PDF', 'https://www.bleepingcomputer.com/news/security/nsa-top-25-vulnerabilities-actively-abused-by-chinese-hackers/']","CVE-2020-8196
 is an information disclosure in Citrix ADC, Gateway, and SD-WAN WANOP Appliance which allows attacker to access sensitive information via crafted requests.",,09/10/2024,02/11/2025
347,kev,02/13/2025,Improper Access Control,CVE-2020-8196,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Information Disclosure Vulnerability",primary_impact,T1082,System Information Discovery,15.1,enterprise,,,,"['https://media.defense.gov/2020/Oct/20/2002519884/-1/-1/0/CSA_CHINESE_EXPLOIT_VULNERABILITIES_UOO179811.PDF', 'https://www.bleepingcomputer.com/news/security/nsa-top-25-vulnerabilities-actively-abused-by-chinese-hackers/']","CVE-2020-8196
 is an information disclosure in Citrix ADC, Gateway, and SD-WAN WANOP Appliance which allows attacker to access sensitive information via crafted requests.",,09/10/2024,02/11/2025
348,kev,02/13/2025,Improper Access Control,CVE-2020-8196,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Information Disclosure Vulnerability",secondary_impact,T1005,Data from Local System,15.1,enterprise,,,,"['https://media.defense.gov/2020/Oct/20/2002519884/-1/-1/0/CSA_CHINESE_EXPLOIT_VULNERABILITIES_UOO179811.PDF', 'https://www.bleepingcomputer.com/news/security/nsa-top-25-vulnerabilities-actively-abused-by-chinese-hackers/']","CVE-2020-8196
 is an information disclosure in Citrix ADC, Gateway, and SD-WAN WANOP Appliance which allows attacker to access sensitive information via crafted requests.",,09/10/2024,02/11/2025
349,kev,02/13/2025,Improper Privilege Management,CVE-2024-26169,Microsoft Windows Error Reporting Service Improper Privilege Management Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,['https://www.rescana.com/post/cve-2024-26169-active-exploitation-of-windows-elevation-of-privilege-flaw'],"This vulnerability is a zero-day exploit that ""manipulates the Windows file werkernel.sys, which uses a null security descriptor when creating registry keys. Attackers create a registry key HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\WerFault.exe and set the ""Debugger"" value to the exploit's executable pathname. This allows the exploit to start a shell with administrative privileges."" This vulnerability has been exploited by the Black Basta ransomware group.",,09/10/2024,02/11/2025
350,kev,02/13/2025,Improper Privilege Management,CVE-2024-26169,Microsoft Windows Error Reporting Service Improper Privilege Management Vulnerability,exploitation_technique,T1112,Modify Registry,15.1,enterprise,,,,['https://www.rescana.com/post/cve-2024-26169-active-exploitation-of-windows-elevation-of-privilege-flaw'],"This vulnerability is a zero-day exploit that ""manipulates the Windows file werkernel.sys, which uses a null security descriptor when creating registry keys. Attackers create a registry key HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\WerFault.exe and set the ""Debugger"" value to the exploit's executable pathname. This allows the exploit to start a shell with administrative privileges."" This vulnerability has been exploited by the Black Basta ransomware group.",,09/10/2024,02/11/2025
351,kev,02/13/2025,Spoofing Vulnerability,CVE-2024-38112,Microsoft Windows MSHTML Platform Spoofing Vulnerability,exploitation_technique,T1189,Drive-by Compromise,15.1,enterprise,,,,['https://www.darkreading.com/application-security/void-banshee-exploits-second-microsoft-zero-day'],"This vulnerability is exploited through a victim visiting a malicious Web page or to clicking on an unsafe link. After visiting the website or clicking on the link, an adversary would gain the ability to execute arbitrary code on the victim system.",,09/10/2024,02/11/2025
352,kev,02/13/2025,Spoofing Vulnerability,CVE-2024-38112,Microsoft Windows MSHTML Platform Spoofing Vulnerability,exploitation_technique,T1204.001,Malicious Link,15.1,enterprise,,,,['https://www.darkreading.com/application-security/void-banshee-exploits-second-microsoft-zero-day'],"This vulnerability is exploited through a victim visiting a malicious Web page or to clicking on an unsafe link. After visiting the website or clicking on the link, an adversary would gain the ability to execute arbitrary code on the victim system.",,09/10/2024,02/11/2025
353,kev,02/13/2025,Unrestricted File Upload,CVE-2021-3129,Laravel Ignition File Upload Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://blog.sonicwall.com/en-us/2021/04/laravel-ignition-remote-code-execution-vulnerability/', 'https://isc.sans.edu/diary/Laravel+v842+exploit+attempts+for+CVE20213129+debug+mode+Remote+code+execution/27758', 'https://pentest-tools.com/blog/exploit-rce-vulnerability-laravel-cve-2021-3129']","This vulnerability is exploited when a remote unauthorized user sends a malicious payload to a server using an insecure version of Ignition. The payload targets the MakeViewVariableOptionalSolution.php module, leveraging insecure PHP functions file_get_contents and file_put_contents to specify a file path for executing arbitrary code. ",,09/10/2024,02/11/2025
354,kev,02/13/2025,Unrestricted File Upload,CVE-2021-3129,Laravel Ignition File Upload Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://blog.sonicwall.com/en-us/2021/04/laravel-ignition-remote-code-execution-vulnerability/', 'https://isc.sans.edu/diary/Laravel+v842+exploit+attempts+for+CVE20213129+debug+mode+Remote+code+execution/27758', 'https://pentest-tools.com/blog/exploit-rce-vulnerability-laravel-cve-2021-3129']","This vulnerability is exploited when a remote unauthorized user sends a malicious payload to a server using an insecure version of Ignition. The payload targets the MakeViewVariableOptionalSolution.php module, leveraging insecure PHP functions file_get_contents and file_put_contents to specify a file path for executing arbitrary code. ",,09/10/2024,02/11/2025
355,kev,02/13/2025,Code Injection,CVE-2021-44529,Ivanti Endpoint Manager Cloud Service Appliance (EPM CSA) Code Injection Vulnerability ,primary_impact,T1195.002,Compromise Software Supply Chain,15.1,enterprise,,,,"['https://github.com/rapid7/metasploit-framework/pull/17449', 'https://attackerkb.com/topics/XTKrwlZd7p/cve-2021-44529', 'https://www.sonatype.com/blog/the-curious-case-of-csrf-magic-a-case-study-in-supply-chain-poisoning']","This vulnerability is exploited after an adversary sends a maliciously crafted cookie to the client endpoint (/client/index.php) to exploit Ivanti systems that utilized a malicious version of the ""csrf-magic"", which creates a backdoor into an Ivanti system. An unauthorized user can then execute malicious code stored in the cookie via Ivanti's ""nobody"" user account. ",,09/10/2024,02/11/2025
356,kev,02/13/2025,Code Injection,CVE-2021-44529,Ivanti Endpoint Manager Cloud Service Appliance (EPM CSA) Code Injection Vulnerability ,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://github.com/rapid7/metasploit-framework/pull/17449', 'https://attackerkb.com/topics/XTKrwlZd7p/cve-2021-44529', 'https://www.sonatype.com/blog/the-curious-case-of-csrf-magic-a-case-study-in-supply-chain-poisoning']","This vulnerability is exploited after an adversary sends a maliciously crafted cookie to the client endpoint (/client/index.php) to exploit Ivanti systems that utilized a malicious version of the ""csrf-magic"", which creates a backdoor into an Ivanti system. An unauthorized user can then execute malicious code stored in the cookie via Ivanti's ""nobody"" user account. ",,09/10/2024,02/11/2025
357,kev,02/13/2025,Improper Access Control,CVE-2021-40655,D-Link DIR-605 Router Information Disclosure Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://thehackernews.com/2024/05/cisa-warns-of-actively-exploited-d-link.html', 'https://www.tenable.com/plugins/nessus/197740']",This vulnerability is exploited when an adversary forges a post request to the / get cfg.php page. The POST request could enable the adversary to obtain username and password information on the router. ,,09/10/2024,02/11/2025
358,kev,02/13/2025,Other Injection,CVE-2021-36380,Sunhillo SureLine OS Command Injection Vulnerablity,primary_impact,T1059.004,Unix Shell,15.1,enterprise,,,,"['https://blog.sonicwall.com/en-us/2023/11/sunhillo-sureline-command-injection-vulnerability/', 'https://www.bleepingcomputer.com/news/security/mirai-ddos-malware-variant-expands-targets-with-13-router-exploits/', 'https://www.recordedfuture.com/vulnerability-database/CVE-2021-36380', 'https://www.nccgroup.com/us/research-blog/technical-advisory-sunhillo-sureline-unauthenticated-os-command-injection-cve-2021-36380/']","To trigger this vulnerability, an attacker sends a specially crafted POST request to the webserver at the URL /cgi/networkDiag.cgi . Within this request, the attacker inserts a Linux command as part of the ipAddr or dnsAddr POST parameters. When the webserver processes the POST request, the command the attacker has inserted into the parameter will be executed.",,09/10/2024,02/11/2025
